Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino,Novavax,Covaxin,Medicago,Sanofi/GSK,SKYCovione,Valneva
Argentina,ARG,2020-12-29,0,0,1,0,20493,0,1,0,0,0,0,0,0,0
Argentina,ARG,2020-12-30,0,0,1,0,40595,0,1,0,0,0,0,0,0,0
Argentina,ARG,2020-12-31,0,0,1,0,43401,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-01,0,0,3,0,43528,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-02,1,0,4,0,46838,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-03,3,0,4,0,47282,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-04,3,0,4,0,57745,0,1,0,0,0,0,0,0,0
Argentina,ARG,2021-01-05,3,0,4,0,68472,0,5,0,0,0,0,0,0,0
Argentina,ARG,2021-01-06,6,0,5,0,78585,0,8,0,0,0,0,0,0,0
Argentina,ARG,2021-01-07,8,0,9,0,96811,0,10,0,0,0,0,0,0,0
Argentina,ARG,2021-01-08,8,0,10,0,124704,0,10,0,0,0,0,0,0,0
Argentina,ARG,2021-01-09,9,0,11,0,134912,0,11,0,0,0,0,0,0,0
Argentina,ARG,2021-01-10,12,0,11,0,136087,0,12,0,0,0,0,0,0,0
Argentina,ARG,2021-01-11,12,0,12,0,155915,0,14,0,0,0,0,0,0,0
Argentina,ARG,2021-01-12,13,0,14,0,175306,0,17,0,0,0,0,0,0,0
Argentina,ARG,2021-01-13,13,1,15,0,192078,0,21,0,0,0,0,0,0,0
Argentina,ARG,2021-01-14,14,1,15,0,208726,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-15,14,1,15,0,226173,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-16,14,1,15,0,232058,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-17,15,1,15,0,233121,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-18,16,1,15,0,242954,0,22,0,0,0,0,0,0,0
Argentina,ARG,2021-01-19,16,1,15,0,256208,0,24,1,0,0,0,0,0,0
Argentina,ARG,2021-01-20,16,1,15,0,275642,0,24,1,0,0,0,0,0,0
Argentina,ARG,2021-01-21,16,1,20,0,289756,0,26,1,0,0,0,0,0,0
Argentina,ARG,2021-01-22,16,1,23,0,298976,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-23,16,1,28,0,302921,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-24,16,1,29,0,303224,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-25,16,1,37,0,317436,0,27,1,0,0,0,0,0,0
Argentina,ARG,2021-01-26,16,1,75,0,330214,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-27,16,1,77,0,340327,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-28,16,1,78,0,356376,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-29,16,1,79,0,379880,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-30,16,1,79,0,389196,0,28,1,0,0,0,0,0,0
Argentina,ARG,2021-01-31,16,1,79,0,389819,0,29,2,0,0,0,0,0,0
Argentina,ARG,2021-02-01,16,1,98,0,409335,0,30,2,0,0,0,0,0,0
Argentina,ARG,2021-02-02,16,1,131,0,433186,0,30,2,0,0,0,0,0,0
Argentina,ARG,2021-02-03,16,1,139,0,459800,0,33,2,0,0,0,0,0,0
Argentina,ARG,2021-02-04,16,2,144,0,487914,0,56,2,0,0,0,0,0,0
Argentina,ARG,2021-02-05,16,2,149,0,520948,0,63,4,0,0,0,0,0,0
Argentina,ARG,2021-02-06,16,2,149,0,531875,0,68,4,0,0,0,0,0,0
Argentina,ARG,2021-02-07,16,2,150,0,533255,0,72,4,0,0,0,0,0,0
Argentina,ARG,2021-02-08,16,2,152,0,556688,0,74,4,0,0,0,0,0,0
Argentina,ARG,2021-02-09,16,3,154,0,576884,0,80,4,0,0,0,0,0,0
Argentina,ARG,2021-02-10,16,3,157,0,592505,0,85,4,0,0,0,0,0,0
Argentina,ARG,2021-02-11,16,3,160,0,610358,0,91,4,0,0,0,0,0,0
Argentina,ARG,2021-02-12,16,3,161,0,626200,0,92,4,0,0,0,0,0,0
Argentina,ARG,2021-02-13,16,3,163,0,629232,0,94,4,0,0,0,0,0,0
Argentina,ARG,2021-02-14,16,3,163,0,629383,0,96,4,0,0,0,0,0,0
Argentina,ARG,2021-02-15,17,3,163,0,630698,0,98,4,0,0,0,0,0,0
Argentina,ARG,2021-02-16,18,3,175,0,631996,0,100,4,0,0,0,0,0,0
Argentina,ARG,2021-02-17,18,3,186,0,656399,0,103,4,0,0,0,0,0,0
Argentina,ARG,2021-02-18,19,3,217,0,720212,0,107,4,0,0,0,0,0,0
Argentina,ARG,2021-02-19,19,3,407,0,787933,0,108,4,0,0,0,0,0,0
Argentina,ARG,2021-02-20,19,3,555,0,820409,0,109,4,0,0,0,0,0,0
Argentina,ARG,2021-02-21,19,3,956,0,840190,0,109,4,0,0,0,0,0,0
Argentina,ARG,2021-02-22,19,3,23569,0,885173,0,109,4,0,0,0,0,0,0
Argentina,ARG,2021-02-23,19,3,73783,0,921941,0,111,4,0,0,0,0,0,0
Argentina,ARG,2021-02-24,19,3,135888,0,953704,0,114,4,0,0,0,0,0,0
Argentina,ARG,2021-02-25,19,3,189066,0,980022,0,118,4,0,0,0,0,0,0
Argentina,ARG,2021-02-26,19,3,245141,0,1005664,0,127,4,0,0,0,0,0,0
Argentina,ARG,2021-02-27,19,4,258491,0,1010224,0,128,4,0,0,0,0,0,0
Argentina,ARG,2021-02-28,19,4,263842,0,1011001,0,129,4,0,0,0,0,0,0
Argentina,ARG,2021-03-01,19,4,317182,0,1031548,0,831,4,0,0,0,0,0,0
Argentina,ARG,2021-03-02,19,4,368832,0,1050580,0,5797,4,0,0,0,0,0,0
Argentina,ARG,2021-03-03,19,4,404831,0,1068274,0,23634,4,0,0,0,0,0,0
Argentina,ARG,2021-03-04,19,4,430562,0,1090340,0,87942,4,0,0,0,0,0,0
Argentina,ARG,2021-03-05,19,4,454862,0,1111289,0,154460,4,0,0,0,0,0,0
Argentina,ARG,2021-03-06,19,4,462781,0,1115893,0,196888,4,0,0,0,0,0,0
Argentina,ARG,2021-03-07,19,4,467757,0,1116270,0,203333,4,0,0,0,0,0,0
Argentina,ARG,2021-03-08,20,4,499342,0,1134256,0,256286,4,0,0,0,0,0,0
Argentina,ARG,2021-03-09,20,4,515689,0,1170622,0,319405,4,0,0,0,0,0,0
Argentina,ARG,2021-03-10,20,4,527779,0,1223800,0,418153,4,0,0,0,0,0,0
Argentina,ARG,2021-03-11,20,4,537726,0,1315876,0,503050,4,0,0,0,0,0,0
Argentina,ARG,2021-03-12,20,4,545250,0,1408901,0,564204,4,0,0,0,0,0,0
Argentina,ARG,2021-03-13,20,4,548229,0,1441817,0,574711,4,0,0,0,0,0,0
Argentina,ARG,2021-03-14,20,4,548278,0,1444284,0,581369,4,0,0,0,0,0,0
Argentina,ARG,2021-03-15,20,4,554702,0,1534889,0,621994,4,0,0,0,0,0,0
Argentina,ARG,2021-03-16,20,4,557822,0,1630850,0,656674,4,0,0,0,0,0,0
Argentina,ARG,2021-03-17,20,4,560535,0,1744779,0,679655,4,0,0,0,0,0,0
Argentina,ARG,2021-03-18,20,6,562224,0,1859921,0,701809,4,0,0,0,0,0,0
Argentina,ARG,2021-03-19,21,6,564073,0,1960688,0,725418,4,0,0,0,0,0,0
Argentina,ARG,2021-03-20,21,6,564415,0,2007298,0,729358,4,0,0,0,0,0,0
Argentina,ARG,2021-03-21,21,6,564438,0,2026561,0,729707,5,0,0,0,0,0,0
Argentina,ARG,2021-03-22,21,6,565910,0,2090768,0,747109,5,0,0,0,0,0,0
Argentina,ARG,2021-03-23,21,6,570601,0,2179027,0,760669,5,0,0,0,0,0,0
Argentina,ARG,2021-03-24,21,6,571879,0,2212076,0,763811,5,0,0,0,0,0,0
Argentina,ARG,2021-03-25,21,6,573235,0,2303034,0,774716,5,0,0,0,0,0,0
Argentina,ARG,2021-03-26,21,6,575891,0,2384794,0,783894,5,0,0,0,0,0,0
Argentina,ARG,2021-03-27,21,7,576785,0,2436700,0,786202,5,0,0,0,0,0,0
Argentina,ARG,2021-03-28,23,7,577692,0,2456151,0,786677,5,0,0,0,0,0,0
Argentina,ARG,2021-03-29,24,7,581285,0,2561275,0,798184,5,0,0,0,0,0,0
Argentina,ARG,2021-03-30,25,7,584168,0,2710966,0,808684,5,0,0,0,0,0,0
Argentina,ARG,2021-03-31,25,7,604116,0,2854002,0,820699,5,0,0,0,0,0,0
Argentina,ARG,2021-04-01,25,7,629693,0,2941830,0,824462,5,0,0,0,0,0,0
Argentina,ARG,2021-04-02,25,7,642518,0,2994853,0,826784,5,0,0,0,0,0,0
Argentina,ARG,2021-04-03,25,7,661161,0,3049601,0,827875,5,0,0,0,0,0,0
Argentina,ARG,2021-04-04,25,8,675558,0,3082037,0,829539,5,0,0,0,0,0,0
Argentina,ARG,2021-04-05,25,8,709399,0,3185101,0,858673,5,0,0,0,0,0,0
Argentina,ARG,2021-04-06,25,8,735867,0,3277524,0,933831,5,0,0,0,0,0,0
Argentina,ARG,2021-04-07,25,8,766109,0,3367432,0,1052158,5,0,0,0,0,0,0
Argentina,ARG,2021-04-08,28,8,790207,0,3449026,0,1182470,5,0,0,0,0,0,0
Argentina,ARG,2021-04-09,28,8,808564,0,3523517,0,1330065,5,0,0,0,0,0,0
Argentina,ARG,2021-04-10,28,8,813382,0,3557664,0,1384058,5,0,0,0,0,0,0
Argentina,ARG,2021-04-11,28,8,814249,0,3572260,0,1416914,5,0,0,0,0,0,0
Argentina,ARG,2021-04-12,28,8,824166,0,3648828,0,1512279,5,0,0,0,0,0,0
Argentina,ARG,2021-04-13,28,9,832513,0,3744098,0,1594777,5,0,0,0,0,0,0
Argentina,ARG,2021-04-14,29,9,838958,0,3841990,0,1662164,5,0,0,0,0,0,0
Argentina,ARG,2021-04-15,29,9,843158,0,3937740,0,1713353,5,0,0,0,0,0,0
Argentina,ARG,2021-04-16,29,9,846443,0,4012090,0,1759468,5,0,0,0,0,0,0
Argentina,ARG,2021-04-17,29,9,847337,0,4040807,0,1775587,5,0,0,0,0,0,0
Argentina,ARG,2021-04-18,29,9,848612,0,4057176,0,1777850,5,0,0,0,0,0,0
Argentina,ARG,2021-04-19,30,9,864012,0,4107319,0,1802817,5,0,0,0,0,0,0
Argentina,ARG,2021-04-20,30,9,916554,0,4153499,0,1826860,5,0,0,0,0,0,0
Argentina,ARG,2021-04-21,30,10,1036850,0,4185991,0,1848084,6,0,0,0,0,0,0
Argentina,ARG,2021-04-22,30,10,1154181,0,4231335,0,1863652,7,0,0,0,0,0,0
Argentina,ARG,2021-04-23,30,10,1272525,0,4293495,0,1877754,7,0,0,0,0,0,0
Argentina,ARG,2021-04-24,30,10,1326393,0,4330314,0,1879326,7,0,0,0,0,0,0
Argentina,ARG,2021-04-25,30,10,1358853,0,4346802,0,1879701,7,0,0,0,0,0,0
Argentina,ARG,2021-04-26,31,10,1431971,0,4438277,0,1887272,7,0,0,0,0,0,0
Argentina,ARG,2021-04-27,32,10,1491104,0,4525564,0,1894634,7,0,0,0,0,0,0
Argentina,ARG,2021-04-28,33,10,1543264,0,4604497,0,1922600,7,0,0,0,0,0,0
Argentina,ARG,2021-04-29,33,10,1582029,0,4681948,0,1962734,7,0,0,0,0,0,0
Argentina,ARG,2021-04-30,33,10,1612590,0,4730210,0,1998906,7,0,0,0,0,0,0
Argentina,ARG,2021-05-01,33,10,1617854,0,4741546,0,2002619,7,0,0,0,0,0,0
Argentina,ARG,2021-05-02,33,10,1624447,0,4761002,0,2016751,7,0,0,0,0,0,0
Argentina,ARG,2021-05-03,34,10,1648072,0,4838160,0,2090739,7,0,0,0,0,0,0
Argentina,ARG,2021-05-04,34,10,1671688,0,4952535,0,2184852,7,0,0,0,0,0,0
Argentina,ARG,2021-05-05,34,11,1696614,0,5094081,0,2263457,7,0,0,0,0,0,0
Argentina,ARG,2021-05-06,35,11,1714455,0,5214494,0,2328104,7,0,0,0,0,0,0
Argentina,ARG,2021-05-07,35,11,1728420,0,5309830,0,2424237,8,0,0,0,0,0,0
Argentina,ARG,2021-05-08,35,11,1732479,0,5338442,0,2465858,8,0,0,0,0,0,0
Argentina,ARG,2021-05-09,35,11,1734219,0,5351901,0,2469357,8,0,0,0,0,0,0
Argentina,ARG,2021-05-10,35,11,1744149,0,5419519,0,2533539,8,0,0,0,0,0,0
Argentina,ARG,2021-05-11,36,12,1752428,0,5486892,0,2598396,8,0,0,0,0,0,0
Argentina,ARG,2021-05-12,36,13,1758213,0,5539402,0,2737781,8,0,0,0,0,0,0
Argentina,ARG,2021-05-13,36,13,1763917,0,5577164,0,2886514,8,0,0,0,0,0,0
Argentina,ARG,2021-05-14,36,13,1773129,0,5616160,0,3034888,8,0,0,0,0,0,0
Argentina,ARG,2021-05-15,36,13,1776215,0,5657740,0,3085341,8,0,0,0,0,0,0
Argentina,ARG,2021-05-16,36,13,1777690,0,5680563,0,3128651,8,0,0,0,0,0,0
Argentina,ARG,2021-05-17,37,13,1785002,0,5764496,0,3224406,8,0,0,0,0,0,0
Argentina,ARG,2021-05-18,37,13,1794801,0,5908051,0,3269361,8,0,0,0,0,0,0
Argentina,ARG,2021-05-19,38,13,1802159,0,6035123,0,3302721,8,0,0,0,0,0,0
Argentina,ARG,2021-05-20,38,13,1812671,0,6171986,0,3338010,8,0,0,0,0,0,0
Argentina,ARG,2021-05-21,38,13,1821883,0,6261871,0,3416239,8,0,0,0,0,0,0
Argentina,ARG,2021-05-22,38,13,1823410,0,6316814,0,3460238,8,0,0,0,0,0,0
Argentina,ARG,2021-05-23,38,13,1823828,0,6338794,0,3483118,8,0,0,0,0,0,0
Argentina,ARG,2021-05-24,39,13,1825011,0,6406514,0,3502612,8,0,0,0,0,0,0
Argentina,ARG,2021-05-25,39,13,1847096,0,6444687,0,3505794,8,0,0,0,0,0,0
Argentina,ARG,2021-05-26,39,13,1873978,0,6537383,0,3539384,8,0,0,0,0,0,0
Argentina,ARG,2021-05-27,39,13,1919458,0,6628122,0,3572646,8,0,0,0,0,0,0
Argentina,ARG,2021-05-28,39,13,2011851,0,6752992,0,3601561,8,0,0,0,0,0,0
Argentina,ARG,2021-05-29,40,13,2121797,0,6860677,0,3611469,8,0,0,0,0,0,0
Argentina,ARG,2021-05-30,40,13,2180952,0,6928797,0,3613093,8,0,0,0,0,0,0
Argentina,ARG,2021-05-31,40,13,2308189,0,7083773,0,3630002,8,0,0,0,0,0,0
Argentina,ARG,2021-06-01,40,13,2457293,0,7236106,0,3643564,8,0,0,0,0,0,0
Argentina,ARG,2021-06-02,40,13,2620882,0,7368824,0,3656714,9,0,0,0,0,0,0
Argentina,ARG,2021-06-03,40,13,2843840,0,7483394,0,3668939,9,0,0,0,0,0,0
Argentina,ARG,2021-06-04,40,13,3148989,0,7570686,0,3684805,9,0,0,0,0,0,0
Argentina,ARG,2021-06-05,40,13,3426780,0,7615100,0,3689488,9,0,0,0,0,0,0
Argentina,ARG,2021-06-06,40,13,3614714,0,7642546,0,3691524,9,0,0,0,0,0,0
Argentina,ARG,2021-06-07,40,13,3894247,0,7706944,0,3700897,9,0,0,0,0,0,0
Argentina,ARG,2021-06-08,40,13,4171756,0,7791329,0,3709017,9,0,0,0,0,0,0
Argentina,ARG,2021-06-09,41,14,4430847,0,7897877,0,3715817,11,0,0,0,0,0,0
Argentina,ARG,2021-06-10,42,15,4654797,0,8003023,0,3721875,11,0,0,0,0,0,0
Argentina,ARG,2021-06-11,42,15,4839025,0,8174936,0,3732616,11,0,0,0,0,0,0
Argentina,ARG,2021-06-12,42,15,4905056,0,8281989,0,3744701,11,0,0,0,0,0,0
Argentina,ARG,2021-06-13,42,15,4949720,0,8318201,0,3746527,11,0,0,0,0,0,0
Argentina,ARG,2021-06-14,42,15,5076666,0,8418740,0,3757166,11,0,0,0,0,0,0
Argentina,ARG,2021-06-15,43,15,5206038,0,8541505,0,3762952,11,0,0,0,0,0,0
Argentina,ARG,2021-06-16,43,15,5391821,0,8638124,0,3767770,11,0,0,0,0,0,0
Argentina,ARG,2021-06-17,43,16,5620996,0,8717092,0,3774100,11,0,0,0,0,0,0
Argentina,ARG,2021-06-18,46,17,5945812,0,8785785,0,3780003,11,0,0,0,0,0,0
Argentina,ARG,2021-06-19,46,17,6132373,0,8829293,0,3782576,11,0,0,0,0,0,0
Argentina,ARG,2021-06-20,46,17,6210332,0,8850261,0,3782874,11,0,0,0,0,0,0
Argentina,ARG,2021-06-21,47,17,6348677,0,8880373,0,3784175,11,0,0,0,0,0,0
Argentina,ARG,2021-06-22,48,17,6576265,0,8934835,0,3790127,11,0,0,0,0,0,0
Argentina,ARG,2021-06-23,48,17,6770159,0,8979841,0,3814479,11,0,0,0,0,0,0
Argentina,ARG,2021-06-24,48,17,6945336,0,9036092,0,3887654,11,0,0,0,0,0,0
Argentina,ARG,2021-06-25,50,18,7165000,0,9083436,0,3997544,12,0,0,0,0,0,0
Argentina,ARG,2021-06-26,50,18,7358283,0,9114712,0,4089367,12,0,0,0,0,0,0
Argentina,ARG,2021-06-27,50,18,7457541,0,9133869,0,4147242,12,0,0,0,0,0,0
Argentina,ARG,2021-06-28,50,18,7623386,0,9161717,0,4326726,12,0,0,0,0,0,0
Argentina,ARG,2021-06-29,50,18,7801007,0,9185767,0,4499611,12,0,0,0,0,0,0
Argentina,ARG,2021-06-30,51,18,8008499,0,9203455,0,4650309,12,0,0,0,0,0,0
Argentina,ARG,2021-07-01,51,18,8322086,0,9219240,0,4753305,12,0,0,0,0,0,0
Argentina,ARG,2021-07-02,51,18,8589631,0,9254466,0,4866285,13,0,0,0,0,0,0
Argentina,ARG,2021-07-03,53,18,8753534,0,9354090,0,4939488,13,0,0,0,0,0,0
Argentina,ARG,2021-07-04,54,18,8869500,0,9377496,0,4996688,13,0,0,0,0,0,0
Argentina,ARG,2021-07-05,54,18,9129722,0,9467196,0,5056806,13,0,0,0,0,0,0
Argentina,ARG,2021-07-06,55,18,9366547,0,9585590,0,5118616,13,0,0,0,0,0,0
Argentina,ARG,2021-07-07,55,18,9593505,0,9716201,0,5165599,13,0,0,0,0,0,0
Argentina,ARG,2021-07-08,55,19,9726072,0,9885830,0,5274064,13,0,0,0,0,0,0
Argentina,ARG,2021-07-09,55,21,9789301,0,10068229,0,5386135,13,0,0,0,0,0,0
Argentina,ARG,2021-07-10,55,25,9861211,0,10168759,0,5545767,13,0,0,0,0,0,0
Argentina,ARG,2021-07-11,55,27,9912774,0,10217888,0,5610634,13,0,0,0,0,0,0
Argentina,ARG,2021-07-12,55,27,10000513,0,10339727,0,5788393,13,0,0,0,0,0,0
Argentina,ARG,2021-07-13,56,27,10080415,0,10482459,0,5959482,13,0,0,0,0,0,0
Argentina,ARG,2021-07-14,57,27,10149430,0,10611416,0,6160015,13,0,0,0,0,0,0
Argentina,ARG,2021-07-15,58,27,10211557,0,10734579,0,6374842,13,0,0,0,0,0,0
Argentina,ARG,2021-07-16,58,27,10264449,0,10878164,0,6634888,13,0,0,0,0,0,0
Argentina,ARG,2021-07-17,58,27,10304860,0,10986050,0,6809339,13,0,0,0,0,0,0
Argentina,ARG,2021-07-18,58,27,10347081,0,11024396,0,6897044,13,0,0,0,0,0,0
Argentina,ARG,2021-07-19,59,28,10428383,0,11095767,0,7163257,13,0,0,0,0,0,0
Argentina,ARG,2021-07-20,59,40,10497420,0,11282481,0,7356298,15,0,0,0,0,0,0
Argentina,ARG,2021-07-21,59,47,10564097,0,11371581,0,7620660,15,0,0,0,0,0,0
Argentina,ARG,2021-07-22,59,49,10625788,0,11413971,0,7905029,15,0,0,0,0,0,0
Argentina,ARG,2021-07-23,59,52,10700620,0,11440927,0,8212140,15,0,0,0,0,0,0
Argentina,ARG,2021-07-24,59,54,10761586,0,11458107,0,8371723,15,0,0,0,0,0,0
Argentina,ARG,2021-07-25,59,71,10773214,0,11466864,0,8485250,15,0,0,0,0,0,0
Argentina,ARG,2021-07-26,59,75,10876836,0,11493746,0,8762574,15,0,0,0,0,0,0
Argentina,ARG,2021-07-27,59,102,11047507,0,11509127,0,9004932,15,0,0,0,0,0,0
Argentina,ARG,2021-07-28,59,134,11206894,0,11524745,0,9290138,15,0,0,0,0,0,0
Argentina,ARG,2021-07-29,59,149,11325793,0,11540954,0,9580257,15,0,0,0,0,0,0
Argentina,ARG,2021-07-30,59,284,11437559,0,11555129,0,9881473,15,0,0,0,0,0,0
Argentina,ARG,2021-07-31,59,1980,11499221,0,11562616,0,10085549,15,0,0,0,0,0,0
Argentina,ARG,2021-08-01,60,2257,11528671,0,11569034,0,10216880,15,0,0,0,0,0,0
Argentina,ARG,2021-08-02,61,5958,11616816,0,11581258,0,10530209,15,0,0,0,0,0,0
Argentina,ARG,2021-08-03,61,55657,11750698,0,11593328,0,10742896,15,0,0,0,0,0,0
Argentina,ARG,2021-08-04,61,77216,11893442,0,11605798,0,10983819,17,0,0,0,0,0,0
Argentina,ARG,2021-08-05,61,95919,12061984,0,11620081,0,11212953,17,0,0,0,0,0,0
Argentina,ARG,2021-08-06,62,117113,12217093,0,11627619,0,11443364,18,0,0,0,0,0,0
Argentina,ARG,2021-08-07,63,158871,12299080,0,11633271,0,11592287,18,0,0,0,0,0,0
Argentina,ARG,2021-08-08,64,197922,12321514,0,11636573,0,11689281,18,0,0,0,0,0,0
Argentina,ARG,2021-08-09,65,368841,12437379,0,11646986,0,11783374,18,0,0,0,0,0,0
Argentina,ARG,2021-08-10,65,533471,12546648,0,11655769,0,11871447,18,0,0,0,0,0,0
Argentina,ARG,2021-08-11,66,714295,12687198,0,11665334,0,11953477,18,0,0,0,0,0,0
Argentina,ARG,2021-08-12,68,851796,12824500,0,11690258,0,12046475,19,0,0,0,0,0,0
Argentina,ARG,2021-08-13,68,957795,12946237,0,11783713,0,12142323,19,0,0,0,0,0,0
Argentina,ARG,2021-08-14,68,1034243,13035379,0,11839680,0,12177489,19,0,0,0,0,0,0
Argentina,ARG,2021-08-15,68,1073011,13123104,0,11861380,0,12192040,19,0,0,0,0,0,0
Argentina,ARG,2021-08-16,68,1148465,13151815,0,11930721,0,12209659,19,0,0,0,0,0,0
Argentina,ARG,2021-08-17,69,1309471,13218699,0,12070307,0,12282161,19,0,0,0,0,0,0
Argentina,ARG,2021-08-18,69,1468778,13292858,0,12194113,0,12360424,19,0,0,0,0,0,0
Argentina,ARG,2021-08-19,69,1576863,13405854,0,12334768,0,12425010,19,0,0,0,0,0,0
Argentina,ARG,2021-08-20,70,1655250,13556821,0,12479111,0,12488236,19,0,0,0,0,0,0
Argentina,ARG,2021-08-21,70,1678325,13682595,0,12553307,0,12522583,19,0,0,0,0,0,0
Argentina,ARG,2021-08-22,71,1690193,13769718,0,12583760,0,12563261,19,0,0,0,0,0,0
Argentina,ARG,2021-08-23,71,1731400,13900687,0,12678192,0,12705521,19,0,0,0,0,0,0
Argentina,ARG,2021-08-24,71,1768883,14048738,0,12753431,0,12893994,19,0,0,0,0,0,0
Argentina,ARG,2021-08-25,72,1798735,14211599,0,12809615,0,13071919,19,0,0,0,0,0,0
Argentina,ARG,2021-08-26,73,1869300,14361693,0,12863097,0,13240767,19,0,0,0,0,0,0
Argentina,ARG,2021-08-27,73,1927993,14507838,0,12907583,0,13459459,19,0,0,0,0,0,0
Argentina,ARG,2021-08-28,73,1965351,14561554,0,12929175,0,13590614,19,0,0,0,0,0,0
Argentina,ARG,2021-08-29,73,1985348,14595095,0,12961686,0,13673542,19,0,0,0,0,0,0
Argentina,ARG,2021-08-30,74,2034620,14717824,0,13047771,0,13833775,19,0,0,0,0,0,0
Argentina,ARG,2021-08-31,74,2101246,14839084,0,13183551,0,13971584,19,0,0,0,0,0,0
Argentina,ARG,2021-09-01,74,2174292,14949984,0,13304039,0,14123489,19,0,0,0,0,0,0
Argentina,ARG,2021-09-02,74,2237754,15030709,0,13410826,0,14321069,19,0,0,0,0,0,0
Argentina,ARG,2021-09-03,74,2300044,15111980,0,13504172,0,14519265,19,0,0,0,0,0,0
Argentina,ARG,2021-09-04,74,2336532,15170903,0,13572470,0,14651881,19,0,0,0,0,0,0
Argentina,ARG,2021-09-05,74,2353993,15232137,0,13614246,0,14728369,19,0,0,0,0,0,0
Argentina,ARG,2021-09-06,74,2406989,15395451,0,13693901,0,14874519,19,0,0,0,0,0,0
Argentina,ARG,2021-09-07,74,2457575,15580098,0,13777660,0,15019636,67,0,0,0,0,0,0
Argentina,ARG,2021-09-08,77,2497460,15721416,0,13852973,0,15137282,107,0,0,0,0,0,0
Argentina,ARG,2021-09-09,78,2531523,15859656,0,13945584,0,15270615,114,0,0,0,0,0,0
Argentina,ARG,2021-09-10,78,2566028,15950933,0,14018652,0,15414803,118,0,0,0,0,0,0
Argentina,ARG,2021-09-11,79,2578115,16072568,0,14048557,0,15449817,393,0,0,0,0,0,0
Argentina,ARG,2021-09-12,81,2579036,16076816,0,14049461,0,15453189,766,0,0,0,0,0,0
Argentina,ARG,2021-09-13,82,2603670,16243724,0,14087733,0,15512170,14924,0,0,0,0,0,0
Argentina,ARG,2021-09-14,219,2651126,16369615,0,14132462,0,15572726,16124,0,0,0,0,0,0
Argentina,ARG,2021-09-15,289,2690349,16416033,0,14321912,0,15627143,17254,0,0,0,0,0,0
Argentina,ARG,2021-09-16,4962,2720485,16596102,0,14417678,0,15676784,18580,0,0,0,0,0,0
Argentina,ARG,2021-09-17,10121,2741366,16709468,0,14540532,0,15769820,27169,0,0,0,0,0,0
Argentina,ARG,2021-09-18,18504,2755368,16736661,0,14667290,0,15814501,27642,0,0,0,0,0,0
Argentina,ARG,2021-09-19,19505,2774171,16806684,0,14683489,0,15846225,27686,0,0,0,0,0,0
Argentina,ARG,2021-09-20,21915,2794080,16857534,0,14899884,0,15900554,30182,0,0,0,0,0,0
Argentina,ARG,2021-09-21,23200,2804754,16893777,0,15089179,0,15970345,32679,0,0,0,0,0,0
Argentina,ARG,2021-09-22,26364,2833479,17050998,0,15144918,0,16051163,35968,0,0,0,0,0,0
Argentina,ARG,2021-09-23,103898,2913253,17087720,0,15186580,0,16123843,39844,0,0,0,0,0,0
Argentina,ARG,2021-09-24,128956,2933654,17212617,0,15219632,0,16177673,44135,0,0,0,0,0,0
Argentina,ARG,2021-09-25,135462,2941263,17236478,0,15239949,0,16245195,46654,0,0,0,0,0,0
Argentina,ARG,2021-09-26,136794,2946177,17276895,0,15246324,0,16279619,47274,0,0,0,0,0,0
Argentina,ARG,2021-09-27,144168,2969552,17381427,0,15284418,0,16383442,52907,0,0,0,0,0,0
Argentina,ARG,2021-09-28,151402,2993449,17482345,0,15346149,0,16485526,58224,0,0,0,0,0,0
Argentina,ARG,2021-09-29,161095,3015061,17553593,0,15411034,0,16569953,62143,0,0,0,0,0,0
Argentina,ARG,2021-09-30,187586,3032844,17633816,0,15539073,0,16651126,65388,0,0,0,0,0,0
Argentina,ARG,2021-10-01,209605,3050061,17775865,0,15610748,0,16698937,69169,0,0,0,0,0,0
Argentina,ARG,2021-10-02,218110,3055482,17877260,0,15653111,0,16719316,70327,0,0,0,0,0,0
Argentina,ARG,2021-10-03,224283,3058945,17943650,0,15678241,0,16726599,70494,0,0,0,0,0,0
Argentina,ARG,2021-10-04,240331,3072538,18002827,0,15733617,0,16809947,73265,0,0,0,0,0,0
Argentina,ARG,2021-10-05,304039,3088800,18067035,0,15813370,0,16849349,76908,0,0,0,0,0,0
Argentina,ARG,2021-10-06,328303,3100408,18151510,0,15896770,0,16889663,80838,0,0,0,0,0,0
